,tsne_0,tsne_1,sampledornot
742,-1.4459732,5.9392495,sampled
743,20.746975,55.75916,sampled
744,13.518587,70.7937,Not sampled
745,-11.247924,68.2594,Not sampled
746,17.261833,88.65779,Not sampled
747,-3.4723587,88.94049,Not sampled
748,-44.496113,17.599983,sampled
749,67.88343,-0.19478723,sampled
750,9.099734,21.152266,Not sampled
751,-36.950733,66.236404,Not sampled
752,-30.819687,65.50825,Not sampled
753,-40.411507,67.63802,Not sampled
754,-47.713356,-2.922511,Not sampled
755,-34.512417,63.68063,Not sampled
756,41.440586,-12.733311,sampled
757,41.357334,-11.411077,sampled
758,-43.322224,-4.638646,Not sampled
759,-66.69071,-1.1754109,sampled
760,-11.69985,35.728714,sampled
761,-34.20532,69.83687,Not sampled
762,3.9057682,76.00361,Not sampled
763,-35.581467,67.065605,Not sampled
764,20.746975,55.75916,sampled
765,13.518587,70.7937,Not sampled
766,-11.247924,68.2594,Not sampled
767,17.261835,88.657814,Not sampled
768,-3.3164217,88.76246,Not sampled
769,67.88343,-0.19478723,sampled
770,9.099734,21.152266,Not sampled
771,-36.950848,66.23681,Not sampled
772,-30.819687,65.50825,Not sampled
773,-40.411064,67.63788,Not sampled
774,-47.71129,-2.917468,Not sampled
775,-34.512043,63.68042,Not sampled
776,40.20986,-11.204324,sampled
777,40.355682,-11.402162,sampled
778,-43.316456,-4.642801,Not sampled
779,-66.918175,-1.0834371,sampled
780,-11.69985,35.728714,sampled
781,-34.20533,69.836876,Not sampled
782,3.9057682,76.00361,Not sampled
783,-35.581406,67.065575,Not sampled
784,20.746975,55.75916,sampled
785,13.518587,70.7937,Not sampled
786,-11.247924,68.2594,Not sampled
787,17.261833,88.65779,Not sampled
788,-3.3164217,88.76246,Not sampled
789,7.0668273,51.758156,Not sampled
790,5.4879093,68.73228,Not sampled
791,-42.248093,40.85913,Not sampled
792,-38.79333,21.341867,sampled
793,2.6987252,74.264656,Not sampled
794,-42.341045,-35.587376,Not sampled
795,7.008405,69.564,Not sampled
796,-1.7206208,6.634854,sampled
797,-0.9621649,72.17182,Not sampled
798,9.099734,21.152277,Not sampled
799,-36.950848,66.23681,Not sampled
800,-30.820414,65.50862,Not sampled
801,-40.411507,67.63802,Not sampled
802,-47.71119,-2.918107,Not sampled
803,-34.51202,63.680363,Not sampled
804,41.01324,-11.814709,sampled
805,41.01324,-11.814719,sampled
806,-43.3186,-4.643227,Not sampled
807,-66.23126,-1.835158,sampled
808,-11.698931,35.72903,sampled
809,-34.20532,69.83687,Not sampled
810,3.9057682,76.003624,Not sampled
811,-35.581406,67.065575,Not sampled
812,20.746975,55.75916,sampled
813,13.518587,70.7937,Not sampled
814,-10.263578,68.938675,Not sampled
815,17.26183,88.657814,Not sampled
816,-3.6055691,88.762184,Not sampled
817,-36.950764,66.23645,Not sampled
818,-30.820171,65.50845,Not sampled
819,-40.411507,67.63802,Not sampled
820,-47.711197,-2.918107,Not sampled
821,-34.512306,63.68028,Not sampled
822,41.81078,-12.69408,sampled
823,41.413353,-12.703438,sampled
824,-43.31645,-4.644665,Not sampled
825,-66.96579,-2.146824,sampled
826,-11.696013,35.731342,sampled
827,-34.20533,69.836876,Not sampled
828,41.60697,-13.536099,sampled
829,-35.58135,67.065445,Not sampled
830,20.746975,55.75916,sampled
831,13.518587,70.79366,Not sampled
832,-10.263578,68.938675,Not sampled
833,17.26183,88.657814,Not sampled
834,-3.3164217,88.76246,Not sampled
835,-5.682485,-34.94298,sampled
836,-47.711197,-2.918107,Not sampled
837,-44.656254,42.863018,Not sampled
838,40.423187,-10.959717,sampled
839,40.52275,-11.078275,sampled
840,-43.311394,-4.649906,Not sampled
841,-66.770836,-2.2665374,sampled
842,-11.697745,35.730507,sampled
843,-44.80435,16.110088,sampled
844,3.9057682,76.003624,Not sampled
845,-1.9640999,6.3761454,sampled
846,20.746975,55.75916,sampled
847,13.518587,70.79366,Not sampled
848,-10.263578,68.938675,Not sampled
849,17.26183,88.657814,Not sampled
850,-3.553616,88.65626,Not sampled
851,5.4879093,68.73228,Not sampled
852,-42.2481,40.85911,Not sampled
853,5.9874597,69.46596,Not sampled
854,5.987414,69.46068,Not sampled
855,-0.88790417,72.12849,Not sampled
856,5.968486,69.413826,Not sampled
857,-0.8727757,72.21052,Not sampled
858,-38.79334,21.340796,sampled
859,5.613116,70.427864,Not sampled
860,-39.404003,-37.22706,Not sampled
861,6.030451,69.48076,Not sampled
862,7.00833,69.56391,Not sampled
863,-1.500609,6.0028815,sampled
864,5.9117856,69.4356,Not sampled
865,5.8019886,69.20383,Not sampled
866,-0.8522822,72.427925,Not sampled
867,5.583563,52.00248,Not sampled
868,-48.32856,-3.8675804,Not sampled
869,-2.577887,5.7485137,sampled
870,-44.873947,16.954887,sampled
871,3.2789493,74.79835,Not sampled
872,-0.77709454,6.472886,sampled
873,12.10895,70.59911,Not sampled
874,-6.2779517,69.88837,Not sampled
875,-47.711197,-2.918107,Not sampled
876,-44.68167,42.919914,Not sampled
877,40.65334,-10.968214,sampled
878,40.590874,-10.233375,sampled
879,-43.317787,-4.6437063,Not sampled
880,-66.04614,-0.85837716,sampled
881,-11.701607,35.728355,sampled
882,-45.62913,17.7553,sampled
883,3.9057682,76.003624,Not sampled
884,-1.6196059,6.680222,sampled
885,20.746975,55.75916,sampled
886,13.518587,70.7937,Not sampled
887,-10.263578,68.938675,Not sampled
888,17.261835,88.657814,Not sampled
889,-3.6055691,88.762184,Not sampled
890,-34.512306,63.68028,Not sampled
891,40.35764,-10.14474,sampled
892,40.51896,-10.163289,sampled
893,-43.317497,-4.6410265,Not sampled
894,-66.55249,-2.2159104,sampled
895,-11.701607,35.728355,sampled
896,-34.20533,69.836876,Not sampled
897,3.9057682,76.00361,Not sampled
898,-35.580456,67.063866,Not sampled
899,20.746975,55.75916,sampled
900,13.518587,70.7937,Not sampled
901,-50.27384,-40.83124,Not sampled
902,-10.263578,68.938675,Not sampled
903,17.261827,88.65788,Not sampled
904,-3.6055691,88.762184,Not sampled
905,6.7355957,54.237007,Not sampled
906,6.741766,54.234474,Not sampled
907,-43.54052,-5.9225855,Not sampled
908,6.071683,49.42731,Not sampled
909,4.3547564,50.64776,Not sampled
910,-44.902042,16.660524,sampled
911,3.2789667,74.7982,Not sampled
912,-1.6885614,6.6335974,sampled
913,9.637927,50.529778,Not sampled
914,12.108828,70.59865,Not sampled
915,-47.568573,-37.786892,Not sampled
916,-6.27797,69.888245,Not sampled
917,16.655617,87.28838,Not sampled
918,-3.1658592,86.882,Not sampled
919,39.943855,-10.4300785,sampled
920,-43.32183,-4.640665,Not sampled
921,-66.30499,-1.941418,sampled
922,39.973824,-10.354746,sampled
923,-34.20532,69.83687,Not sampled
924,3.9057682,76.00361,Not sampled
925,-35.581398,67.06556,Not sampled
926,21.607914,55.590717,sampled
927,13.518587,70.7937,Not sampled
928,-11.301787,68.31834,Not sampled
929,17.26183,88.657814,Not sampled
930,-3.4723587,88.94049,Not sampled
931,-43.31445,-4.647776,Not sampled
932,-66.132904,-1.7468398,sampled
933,-11.7017975,35.727886,sampled
934,-34.20533,69.836876,Not sampled
935,3.9057682,76.00361,Not sampled
936,-35.581436,67.06563,Not sampled
937,20.746975,55.75916,sampled
938,13.518587,70.79366,Not sampled
939,-11.301787,68.31834,Not sampled
940,17.261833,88.65779,Not sampled
941,-3.3164217,88.76246,Not sampled
942,-66.58968,-2.2258227,sampled
943,-11.7017975,35.727886,sampled
944,-34.20532,69.83687,Not sampled
945,3.9057894,76.003654,Not sampled
946,-35.581326,67.06552,Not sampled
947,21.543606,56.225574,sampled
948,-4.6195655,-34.762154,sampled
949,-10.551842,67.94948,Not sampled
950,-4.2349014,-35.032642,sampled
951,-3.4723587,88.94049,Not sampled
952,-11.700285,35.729195,sampled
953,-34.20533,69.836876,Not sampled
954,3.9057894,76.003654,Not sampled
955,-35.58135,67.065445,Not sampled
956,20.746975,55.75916,sampled
957,13.510894,70.82284,Not sampled
958,21.23064,-7.200782,sampled
959,17.261833,88.65779,Not sampled
960,-3.3164217,88.76246,Not sampled
961,-34.205334,69.83688,Not sampled
962,3.905768,76.00362,Not sampled
963,-35.581367,67.06555,Not sampled
964,20.746975,55.75916,sampled
965,13.510893,70.82284,Not sampled
966,-10.551842,67.94948,Not sampled
967,17.261875,88.65796,Not sampled
968,-3.6055691,88.762184,Not sampled
969,3.2789652,74.79821,Not sampled
970,-2.0941396,6.295834,sampled
971,9.638099,50.52903,Not sampled
972,12.108681,70.59925,Not sampled
973,-47.878414,-38.564247,Not sampled
974,-6.2778854,69.88907,Not sampled
975,16.655365,87.28836,Not sampled
976,-3.165804,86.87393,Not sampled
977,-35.581398,67.06556,Not sampled
978,20.829058,56.44588,sampled
979,13.510893,70.82284,Not sampled
980,-50.27384,-40.83124,Not sampled
981,-10.551842,67.94948,Not sampled
982,17.261875,88.65796,Not sampled
983,-3.4723587,88.94049,Not sampled
984,9.638317,50.529964,Not sampled
985,12.108681,70.59925,Not sampled
986,-47.861126,-38.574078,Not sampled
987,-6.277887,69.88716,Not sampled
988,16.655579,87.28825,Not sampled
989,-3.165804,86.87393,Not sampled
990,13.518587,70.79366,Not sampled
991,-10.551842,67.94948,Not sampled
992,17.26183,88.657814,Not sampled
993,-3.3164217,88.76246,Not sampled
994,-50.27384,-40.83124,Not sampled
995,-10.642662,68.58877,Not sampled
996,-3.7973351,-35.838734,sampled
997,-3.553616,88.65626,Not sampled
998,-0.9621721,72.17232,Not sampled
999,17.261835,88.657814,Not sampled
1000,-3.4767947,88.93997,Not sampled
1001,-3.3164217,88.76246,Not sampled
1002,-3.77046,-35.876213,sampled
1003,-25.203934,-27.356987,Not sampled
1004,68.76576,0.11793177,sampled
1005,39.63932,-10.701981,sampled
1006,-1.7216073,6.598694,sampled
1007,-14.692457,16.060772,Not sampled
1008,-44.7163,42.51456,Not sampled
1009,21.954151,-44.814255,sampled
1010,27.006317,41.790176,Not sampled
1011,68.99278,0.5187155,sampled
1012,39.526463,-11.195296,sampled
1013,-1.6580334,6.114776,sampled
1014,-14.692457,16.060772,Not sampled
1015,36.88288,-7.198787,sampled
1016,21.555056,-44.35731,sampled
1017,3.9425194,18.228134,Not sampled
1018,-43.821556,-43.79221,Not sampled
1019,-1.8284037,5.5419226,sampled
1020,38.27596,18.498934,Not sampled
1021,38.120724,18.459858,Not sampled
1022,-4.7154074,-34.758812,sampled
1023,46.91778,17.807192,sampled
1024,-45.506798,17.901552,sampled
1025,39.837612,-11.6791525,sampled
1026,-2.5676897,5.71599,sampled
1027,-14.692458,16.060492,Not sampled
1028,-44.717655,42.511227,Not sampled
1029,21.14851,-43.774227,sampled
1030,27.011442,41.79224,Not sampled
1031,-1.7988429,5.506126,sampled
1032,-14.692457,16.060772,Not sampled
1033,-44.746655,42.455,Not sampled
1034,21.181593,-44.892918,sampled
1035,27.007473,41.791653,Not sampled
1036,-14.711974,16.09815,Not sampled
1037,-45.180996,41.147076,Not sampled
1038,42.336105,-19.531315,sampled
1039,25.611467,41.962982,Not sampled
1040,21.888517,-44.68779,sampled
1041,21.830332,-45.290417,sampled
1042,-46.74701,42.59849,Not sampled
1043,21.601545,-44.22653,sampled
1044,29.57851,41.802116,Not sampled
1045,-2.0033727,5.5675745,sampled
1046,21.743433,-44.45419,sampled
1047,3.9425194,18.228134,Not sampled
1048,-4.649538,-34.919163,sampled
1049,5.200498,-75.907936,sampled
1050,-49.663258,13.978014,sampled
1051,27.01108,41.79315,Not sampled
1052,21.351597,-44.69195,sampled
1053,-39.424557,-42.34606,Not sampled
1054,-12.844807,9.622181,sampled
1055,-55.280895,-23.019167,Not sampled
1056,-35.4444,-39.496864,Not sampled
1057,-12.840699,9.623874,sampled
1058,-56.06958,-25.317253,Not sampled
1059,25.915545,-60.87131,sampled
1060,-47.5714,20.417078,sampled
1061,21.52611,-44.277325,sampled
1062,46.88751,17.8028,sampled
1063,-11.700478,35.728718,sampled
1064,-1.2501719,6.6363764,sampled
1065,20.84228,-7.02352,sampled
1066,-13.151471,24.909676,sampled
1067,-0.97095656,5.837752,sampled
1068,21.36882,17.405905,sampled
1069,39.84492,-11.685362,sampled
1070,-45.09719,18.292456,sampled
1071,21.152128,-7.342901,sampled
1072,-13.152404,24.910099,sampled
1073,46.907837,17.791552,sampled
1074,-2.5663242,5.721046,sampled
1075,-1.478813,5.9429126,sampled
1076,19.954992,-6.810902,sampled
1077,-13.152441,24.910099,sampled
1078,-1.8193904,5.516308,sampled
1079,21.369196,17.40723,sampled
1080,39.781544,-11.625404,sampled
1081,-13.152414,24.910114,sampled
1082,47.010674,17.7983,sampled
1083,21.369171,17.407215,sampled
1084,40.111202,-11.352493,sampled
1085,46.734974,18.165838,sampled
1086,21.368677,17.407297,sampled
1087,39.929783,-10.781635,sampled
1088,21.368979,17.405842,sampled
1089,40.200943,-12.024332,sampled
1090,-2.2038333,6.203643,sampled
1091,-4.216494,-35.05366,sampled
1092,25.180128,-7.798428,sampled
1093,12.996933,33.253716,sampled
1094,-59.739594,45.1812,Not sampled
1095,-19.362532,52.297955,sampled
1096,46.071373,18.882904,sampled
1097,-27.751823,-42.19974,Not sampled
1098,-14.738874,65.096634,Not sampled
1099,-44.90259,37.40312,Not sampled
1100,25.180132,-7.7984276,sampled
1101,12.996574,33.25588,sampled
1102,-59.73989,45.181362,Not sampled
1103,-19.362461,52.298283,sampled
1104,29.030787,-3.677852,sampled
1105,-27.792389,-42.201702,Not sampled
1106,-14.726481,65.1121,Not sampled
1107,-42.558365,-43.760517,Not sampled
1108,-47.633003,-37.79286,Not sampled
1109,-27.792156,-42.202217,Not sampled
1110,-47.59524,-37.76917,Not sampled
1111,-47.05312,-53.282032,Not sampled
1112,-13.568228,5.830456,Not sampled
1113,-1.8421184,6.5862465,sampled
1114,-27.792284,-42.20218,Not sampled
1115,-0.9589525,6.542499,sampled
1116,21.510633,-45.272034,sampled
1117,20.817621,-6.788146,sampled
1118,16.347477,-3.304416,sampled
1119,-27.752005,-42.199028,Not sampled
1120,-4.0173464,-35.184658,sampled
1121,21.461662,-44.715504,sampled
1122,29.91075,-3.9601057,sampled
1123,16.347467,-3.304416,sampled
1124,-47.268425,-38.388203,Not sampled
1125,-47.055557,-53.27968,Not sampled
1126,-13.572871,5.832312,Not sampled
1127,-40.534573,47.75876,Not sampled
1128,12.996636,33.255882,sampled
1129,-59.786858,45.17679,Not sampled
1130,-17.515423,50.968296,sampled
1131,-13.486228,70.633385,Not sampled
1132,-27.800789,-42.21946,Not sampled
1133,-14.588882,65.262085,Not sampled
1134,-59.735638,45.179386,Not sampled
1135,-19.362553,52.297997,sampled
1136,-13.486237,70.632866,Not sampled
1137,-27.800789,-42.21946,Not sampled
1138,-14.589146,65.26274,Not sampled
1139,25.91602,-60.871708,sampled
1140,-13.486254,70.63242,Not sampled
1141,-13.486273,70.631386,Not sampled
1142,-14.589146,65.26274,Not sampled
1143,-27.751097,-42.19881,Not sampled
1144,-14.738916,65.09667,Not sampled
1145,21.313494,-44.01663,sampled
1146,29.032818,-3.6777067,sampled
1147,16.347467,-3.304416,sampled
1148,2.4395697,-8.094087,Not sampled
1149,28.47871,-5.6463804,sampled
1150,16.260094,-3.2218606,sampled
1151,16.347467,-3.304416,sampled
1152,22.318195,-2.1370504,sampled
1153,35.158768,42.08398,Not sampled
1154,-40.227333,-27.48575,Not sampled
1155,37.730095,45.40512,Not sampled
1156,35.579147,42.045403,Not sampled
1157,-39.352535,-21.615362,Not sampled
1158,35.15385,42.41481,Not sampled
1159,37.705265,45.562347,Not sampled
1160,24.48911,-30.26127,sampled
1161,27.009321,41.790745,Not sampled
1162,24.488823,-30.262012,sampled
1163,35.657284,42.193687,Not sampled
1164,35.81492,46.453457,Not sampled
1165,35.605293,42.069283,Not sampled
1166,35.81574,46.453888,Not sampled
1167,35.527103,39.93827,Not sampled
1168,34.080326,44.90917,Not sampled
1169,-6.8286176,40.42459,Not sampled
1170,34.05543,4.9357905,Not sampled
1171,26.19754,-28.451986,sampled
1172,35.17634,42.4382,Not sampled
1173,35.814983,46.45361,Not sampled
1174,29.578287,41.80138,Not sampled
1175,27.831192,-11.621189,sampled
1176,37.704884,45.56293,Not sampled
1177,25.667444,-28.274704,sampled
1178,35.37932,41.975315,Not sampled
1179,39.17867,41.329765,Not sampled
1180,32.13585,41.602615,Not sampled
1181,29.577805,41.80093,Not sampled
1182,31.333689,38.05503,Not sampled
1183,-44.044197,-27.71981,Not sampled
1184,29.197275,42.688705,Not sampled
1185,27.008047,41.78782,Not sampled
1186,31.364065,45.04854,Not sampled
1187,-39.262325,-21.661022,Not sampled
1188,31.36426,45.04859,Not sampled
1189,38.174778,38.150948,Not sampled
1190,18.342913,-30.941872,Not sampled
1191,31.333689,38.05503,Not sampled
1192,18.34362,-30.942913,Not sampled
1193,31.332645,38.055275,Not sampled
1194,29.144365,44.893276,Not sampled
1195,28.221067,43.17638,Not sampled
1196,31.40449,45.17631,Not sampled
1197,26.856245,43.18978,Not sampled
1198,38.165348,38.18092,Not sampled
1199,40.21623,-12.091247,sampled
1200,18.160063,-30.622898,Not sampled
1201,31.332645,38.055275,Not sampled
1202,29.144712,44.892204,Not sampled
1203,30.922573,43.070908,Not sampled
1204,27.0074,41.789043,Not sampled
1205,47.938164,2.8167126,sampled
1206,38.174778,38.150948,Not sampled
1207,24.745518,-33.901665,Not sampled
1208,28.21859,43.17629,Not sampled
1209,25.612732,41.963764,Not sampled
1210,27.05364,44.07508,Not sampled
1211,29.209427,42.676872,Not sampled
1212,29.577738,41.800728,Not sampled
1213,48.949974,59.228428,Not sampled
1214,21.7305,-44.51865,sampled
1215,-1.1735959,6.6739893,sampled
1216,20.832418,-6.3881288,sampled
1217,32.467224,30.31809,Not sampled
1218,-46.43486,48.773006,Not sampled
1219,28.861135,26.221443,Not sampled
1220,29.051876,-18.505646,Not sampled
1221,32.663574,30.46029,Not sampled
1222,29.051928,-18.505602,Not sampled
1223,48.949753,59.22808,Not sampled
1224,29.577848,41.80095,Not sampled
1225,48.76394,54.601402,Not sampled
1226,21.377798,-5.9584584,sampled
1227,34.225304,29.565638,Not sampled
1228,32.663574,30.46029,Not sampled
1229,48.949284,59.22796,Not sampled
1230,27.010025,41.790207,Not sampled
1231,28.39411,23.673697,Not sampled
1232,34.226013,29.56494,Not sampled
1233,29.577234,41.80083,Not sampled
1234,49.40981,58.940655,Not sampled
1235,52.242374,59.122063,Not sampled
1236,-17.51573,50.96862,sampled
1237,-10.06692,-61.132847,sampled
1238,-19.362553,52.297997,sampled
1239,33.872723,29.143333,Not sampled
1240,-46.438114,48.797688,Not sampled
1241,28.709288,25.601748,Not sampled
1242,29.048866,-18.538193,Not sampled
1243,34.225327,29.56468,Not sampled
1244,29.048866,-18.538193,Not sampled
1245,52.242455,59.122017,Not sampled
1246,49.479,54.21568,Not sampled
1247,-17.515366,50.968403,sampled
1248,52.24198,59.122044,Not sampled
1249,49.507565,54.189026,Not sampled
1250,52.29235,59.13971,Not sampled
1251,25.904837,-28.190561,sampled
1252,34.450752,29.245506,Not sampled
1253,34.225304,29.565638,Not sampled
1254,49.479134,54.21648,Not sampled
1255,52.256493,58.9953,Not sampled
1256,-4.9760313,-33.965546,sampled
1257,28.39406,23.674156,Not sampled
1258,34.448895,29.246273,Not sampled
1259,28.720287,25.651737,Not sampled
1260,-17.515293,50.968,sampled
1261,52.016434,59.948444,Not sampled
1262,52.25574,58.995354,Not sampled
1263,52.25607,58.995186,Not sampled
1264,-40.22793,-27.48806,Not sampled
1265,-17.51561,50.96821,sampled
1266,-18.264557,51.94668,sampled
1267,-3.353178,-5.884577,Not sampled
1268,19.671417,-6.1383004,sampled
1269,-46.43824,48.79802,Not sampled
1270,-39.313595,-21.61992,Not sampled
1271,20.541546,-6.206262,sampled
1272,24.713116,3.9536247,sampled
1273,20.714901,-35.430534,Not sampled
1274,-1.195054,6.614406,sampled
1275,20.714901,-35.430534,Not sampled
1276,-1.1948838,6.614352,sampled
1277,17.055166,5.408119,sampled
1278,-17.515448,50.96816,sampled
1279,-0.74566644,6.422435,sampled
1280,19.676939,1.7054905,Not sampled
1281,-4.0288677,-35.183487,sampled
1282,24.788916,6.8199334,sampled
1283,-6.826372,40.425667,Not sampled
1284,24.214077,-24.152222,Not sampled
1285,34.05543,4.9357905,Not sampled
1286,22.037779,-44.926903,sampled
1287,-0.575826,7.0382323,sampled
1288,17.055166,5.408119,sampled
1289,21.139763,-43.78356,sampled
1290,26.649666,40.17672,Not sampled
1291,35.59248,42.05748,Not sampled
1292,30.281445,-0.6803018,sampled
1293,24.712957,3.9458904,sampled
1294,21.229837,-43.883785,sampled
1295,-1.7898281,5.4938145,sampled
1296,-17.51545,50.968155,sampled
1297,34.37108,5.849231,Not sampled
1298,20.87888,-43.94919,sampled
1299,21.286428,-43.97511,sampled
1300,23.21747,31.643425,Not sampled
1301,35.16056,42.081215,Not sampled
1302,23.596058,30.902407,Not sampled
1303,23.6221,30.819677,Not sampled
1304,23.595995,30.90259,Not sampled
1305,23.634197,30.825659,Not sampled
1306,23.21969,31.66443,Not sampled
1307,23.220726,31.657541,Not sampled
1308,-6.826372,40.425667,Not sampled
1309,24.622684,32.12363,Not sampled
1310,23.622377,30.818989,Not sampled
1311,21.826672,31.253595,Not sampled
1312,24.454275,32.16807,Not sampled
1313,23.243752,31.696499,Not sampled
1314,23.183844,31.665802,Not sampled
1315,21.826494,31.253443,Not sampled
1316,27.01008,41.79266,Not sampled
1317,24.192457,-23.017437,Not sampled
1318,32.466938,30.318064,Not sampled
1319,-46.43436,48.773094,Not sampled
1320,28.861166,26.221869,Not sampled
1321,29.05187,-18.505735,Not sampled
1322,32.663574,30.46029,Not sampled
1323,29.051928,-18.505602,Not sampled
1324,48.949974,59.228428,Not sampled
1325,48.754787,54.624985,Not sampled
1326,27.009895,41.791782,Not sampled
1327,48.949085,59.227654,Not sampled
1328,48.763004,54.601665,Not sampled
1329,48.62312,59.553455,Not sampled
1330,24.19153,-23.004105,Not sampled
1331,34.225304,29.565638,Not sampled
1332,32.663574,30.46029,Not sampled
1333,48.754044,54.625458,Not sampled
1334,48.950077,59.228607,Not sampled
1335,27.009966,41.791843,Not sampled
1336,28.394156,23.67386,Not sampled
1337,34.226013,29.56494,Not sampled
1338,28.865145,26.245075,Not sampled
1339,27.011461,41.792263,Not sampled
1340,49.54736,60.30945,Not sampled
1341,49.40981,58.940655,Not sampled
1342,48.949284,59.22796,Not sampled
1343,29.031622,-3.6778111,sampled
1344,32.466858,30.319017,Not sampled
1345,-46.44459,48.761013,Not sampled
1346,29.015078,-18.467937,Not sampled
1347,32.467216,30.31871,Not sampled
1348,29.015068,-18.467644,Not sampled
1349,48.754787,54.624985,Not sampled
1350,32.58142,41.041824,Not sampled
1351,48.949844,59.22823,Not sampled
1352,48.62312,59.55346,Not sampled
1353,21.7507,-6.267457,sampled
1354,52.03307,59.97911,Not sampled
1355,33.872646,29.143314,Not sampled
1356,32.466938,30.318064,Not sampled
1357,48.754635,54.624928,Not sampled
1358,48.689964,58.8469,Not sampled
1359,35.161346,42.077587,Not sampled
1360,28.394234,23.673868,Not sampled
1361,33.872646,29.143314,Not sampled
1362,28.865232,26.245026,Not sampled
1363,32.58094,41.041817,Not sampled
1364,49.548496,60.30871,Not sampled
1365,49.407574,58.94062,Not sampled
1366,48.950073,59.228607,Not sampled
1367,48.298878,58.971447,Not sampled
1368,32.467113,30.318262,Not sampled
1369,-46.44459,48.761013,Not sampled
1370,29.015057,-18.467852,Not sampled
1371,32.466858,30.319017,Not sampled
1372,29.015078,-18.467937,Not sampled
1373,48.689964,58.8469,Not sampled
1374,48.75473,54.625015,Not sampled
1375,32.135166,41.606525,Not sampled
1376,48.950073,59.228607,Not sampled
1377,48.623123,59.55345,Not sampled
1378,21.182522,-6.7759523,sampled
1379,52.03307,59.97911,Not sampled
1380,33.868122,29.143486,Not sampled
1381,32.466858,30.319017,Not sampled
1382,48.753994,54.624485,Not sampled
1383,48.689964,58.8469,Not sampled
1384,35.671337,43.5278,Not sampled
1385,33.872723,29.143333,Not sampled
1386,28.865158,26.245203,Not sampled
1387,32.136047,41.60691,Not sampled
1388,49.54749,60.30947,Not sampled
1389,49.40981,58.940655,Not sampled
1390,48.948963,59.227432,Not sampled
1391,16.484322,2.3845484,Not sampled
1392,-46.447308,48.814743,Not sampled
1393,16.484322,2.3845484,Not sampled
1394,24.78803,6.821222,sampled
1395,18.34362,-30.942913,Not sampled
1396,17.60647,-29.579803,Not sampled
1397,18.34362,-30.942913,Not sampled
1398,17.60647,-29.579803,Not sampled
1399,28.488155,12.105777,sampled
1400,30.961596,12.172404,sampled
1401,17.135372,2.3939877,Not sampled
1402,-74.30702,-1.4771975,sampled
1403,29.557987,10.734548,sampled
1404,33.668377,-8.455591,Not sampled
1405,18.160063,-30.622898,Not sampled
1406,17.606243,-29.57953,Not sampled
1407,28.488157,12.105744,sampled
1408,-71.20797,-6.490312,sampled
1409,35.44219,41.97583,Not sampled
1410,27.000475,-13.286129,sampled
1411,24.78987,6.823848,sampled
1412,24.7456,-33.90203,Not sampled
1413,30.961596,12.172404,sampled
1414,40.2045,-12.005298,sampled
1415,-1.2928956,19.350145,Not sampled
1416,25.896103,-38.702263,sampled
1417,-46.438126,48.798096,Not sampled
1418,24.788916,6.8199334,sampled
1419,23.91059,3.8726788,sampled
1420,20.715172,-35.430214,Not sampled
1421,-2.5704255,5.724188,sampled
1422,20.715172,-35.430214,Not sampled
1423,21.210585,-5.784797,sampled
1424,19.678381,1.7058767,Not sampled
1425,-17.515947,50.968803,sampled
1426,21.037683,-5.686335,sampled
1427,19.678381,1.7058767,Not sampled
1428,15.3255625,-13.649815,Not sampled
1429,24.787817,6.820739,sampled
1430,24.159597,-24.124844,Not sampled
1431,34.05543,4.9357905,Not sampled
1432,21.251593,-45.530163,sampled
1433,-0.7341347,6.350379,sampled
1434,19.678362,1.7058767,Not sampled
1435,26.057194,-28.241833,sampled
1436,26.649462,40.17535,Not sampled
1437,30.280756,-0.6797806,sampled
1438,23.683289,2.1032312,Not sampled
1439,21.150833,-45.06568,sampled
1440,24.78803,6.821222,sampled
1441,-17.51535,50.96811,sampled
1442,23.488674,16.048111,sampled
1443,25.75086,-28.21689,sampled
1444,25.65409,-28.28774,sampled
1445,28.86123,26.221863,Not sampled
1446,29.051857,-18.505861,Not sampled
1447,32.663574,30.46029,Not sampled
1448,29.051859,-18.50585,Not sampled
1449,48.949844,59.22823,Not sampled
1450,48.754635,54.624928,Not sampled
1451,-14.346497,52.845066,sampled
1452,48.949974,59.228386,Not sampled
1453,48.76394,54.601402,Not sampled
1454,48.623123,59.55345,Not sampled
1455,24.192291,-23.00454,Not sampled
1456,34.226013,29.564938,Not sampled
1457,32.663574,30.46029,Not sampled
1458,48.754044,54.625458,Not sampled
1459,48.949974,59.22843,Not sampled
1460,26.649534,40.175533,Not sampled
1461,28.394156,23.67386,Not sampled
1462,34.22584,29.565218,Not sampled
1463,28.865238,26.245033,Not sampled
1464,-14.346497,52.845066,sampled
1465,49.548492,60.308712,Not sampled
1466,49.40981,58.940655,Not sampled
1467,23.596008,30.902514,Not sampled
1468,23.622736,30.81905,Not sampled
1469,-6.828586,40.42383,Not sampled
1470,24.621422,32.12379,Not sampled
1471,21.826624,31.25332,Not sampled
1472,24.45443,32.1682,Not sampled
1473,24.713074,3.9534354,sampled
1474,20.714842,-35.430553,Not sampled
1475,-0.26392287,5.3094435,sampled
1476,20.714672,-35.430744,Not sampled
1477,21.212845,-7.015308,sampled
1478,19.676857,1.7051953,Not sampled
1479,-17.514517,50.96719,sampled
1480,21.178999,-6.5448713,sampled
1481,19.678362,1.7058767,Not sampled
1482,15.3255625,-13.649815,Not sampled
