,tsne_0,tsne_1,sampledornot
1483,24.788916,6.8199334,sampled
1484,24.159575,-24.124996,Not sampled
1485,23.495739,16.043976,sampled
1486,21.55717,-44.29754,sampled
1487,-0.54333615,6.2998,sampled
1488,19.676857,1.7051953,Not sampled
1489,26.038273,-28.778204,sampled
1490,26.650488,40.17639,Not sampled
1491,35.17272,42.0611,Not sampled
1492,30.28074,-0.67977875,sampled
1493,24.407864,3.022192,Not sampled
1494,21.025307,-44.431316,sampled
1495,-0.32480198,5.9780526,sampled
1496,-17.514803,50.967564,sampled
1497,23.35269,16.149591,sampled
1498,25.914553,-28.812136,sampled
1499,25.914335,-28.812176,sampled
1500,18.34362,-30.942913,Not sampled
1501,17.606224,-29.57942,Not sampled
1502,18.34362,-30.942913,Not sampled
1503,24.182507,-22.884275,Not sampled
1504,21.542418,2.9423566,Not sampled
1505,-11.563033,-56.98049,sampled
1506,17.363543,2.303216,Not sampled
1507,-69.325874,-4.748253,sampled
1508,30.645145,12.312249,sampled
1509,33.66834,-8.455458,Not sampled
1510,18.16002,-30.622755,Not sampled
1511,17.60647,-29.579803,Not sampled
1512,21.54106,2.941936,Not sampled
1513,-71.2905,-6.5882444,sampled
1514,35.16002,42.078484,Not sampled
1515,27.000517,-13.286135,sampled
1516,21.500463,-6.178966,sampled
1517,24.7456,-33.90203,Not sampled
1518,30.645145,12.312249,sampled
1519,33.669468,-8.455213,Not sampled
1520,-75.68895,-14.964628,sampled
1521,-11.551703,-57.071667,sampled
1522,27.00679,41.78913,Not sampled
1523,-0.32408085,5.9320006,sampled
1524,35.098637,42.261185,Not sampled
1525,35.818764,46.456894,Not sampled
1526,-14.346393,52.84523,sampled
1527,35.404625,41.971596,Not sampled
1528,35.81458,46.453842,Not sampled
1529,35.52253,39.94017,Not sampled
1530,38.1705,38.169533,Not sampled
1531,24.191544,-23.00391,Not sampled
1532,34.055347,4.9357295,Not sampled
1533,-0.22312205,5.453596,sampled
1534,27.008995,41.792915,Not sampled
1535,35.814976,46.453293,Not sampled
1536,35.11985,42.362476,Not sampled
1537,26.650488,40.176403,Not sampled
1538,35.273296,41.995396,Not sampled
1539,27.83106,-11.6213045,sampled
1540,37.704803,45.56263,Not sampled
1541,-0.2406612,5.429508,sampled
1542,33.864674,45.066185,Not sampled
1543,-14.346411,52.845463,sampled
1544,39.17871,41.3304,Not sampled
1545,32.135746,41.602283,Not sampled
1546,35.578144,42.044296,Not sampled
1547,24.489202,-30.261889,sampled
1548,20.099405,-5.758952,sampled
1549,19.678484,1.7061716,Not sampled
1550,-17.51561,50.96821,sampled
1551,20.590593,-5.671567,sampled
1552,19.678484,1.7061716,Not sampled
1553,15.325309,-13.649539,Not sampled
1554,24.06994,-1.245329,sampled
1555,24.212841,-24.15377,Not sampled
1556,34.055492,4.93578,Not sampled
1557,26.193296,-28.58466,sampled
1558,20.545286,-6.4149404,sampled
1559,19.678381,1.7058766,Not sampled
1560,25.57453,-28.443197,sampled
1561,26.649294,40.17483,Not sampled
1562,27.831192,-11.621189,sampled
1563,24.407839,3.02219,Not sampled
1564,25.575113,-28.443237,sampled
1565,24.071491,-1.244376,sampled
1566,-19.362652,52.29802,sampled
1567,34.05535,4.9357815,Not sampled
1568,25.616322,-28.653372,sampled
1569,26.182423,-28.39369,sampled
1570,35.554905,42.46603,Not sampled
1571,35.814884,46.45384,Not sampled
1572,-14.347104,52.84552,sampled
1573,35.551167,42.472336,Not sampled
1574,35.814884,46.45384,Not sampled
1575,35.51775,39.941555,Not sampled
1576,38.17089,38.16987,Not sampled
1577,24.191517,-23.0044,Not sampled
1578,34.055492,4.93578,Not sampled
1579,-0.6301847,6.2782097,sampled
1580,27.005548,41.79313,Not sampled
1581,35.814423,46.453823,Not sampled
1582,35.157085,42.421513,Not sampled
1583,26.649223,40.175514,Not sampled
1584,35.157623,42.41466,Not sampled
1585,27.831001,-11.621235,sampled
1586,37.707546,45.56316,Not sampled
1587,-0.6160592,6.2991595,sampled
1588,33.860424,45.06636,Not sampled
1589,-14.34611,52.846,sampled
1590,39.178997,41.329742,Not sampled
1591,32.13388,41.605816,Not sampled
1592,35.65697,42.298206,Not sampled
1593,17.055166,5.408119,sampled
1594,-17.515554,50.968033,sampled
1595,-0.8671912,6.4732876,sampled
1596,19.678484,1.7061715,Not sampled
1597,-3.801739,-35.68633,sampled
1598,24.788967,6.818965,sampled
1599,-6.826372,40.425667,Not sampled
1600,24.212841,-24.15377,Not sampled
1601,34.05535,4.9357815,Not sampled
1602,21.432348,-45.47779,sampled
1603,-1.1631631,5.97603,sampled
1604,17.055166,5.408119,sampled
1605,21.174234,-45.00743,sampled
1606,26.649822,40.175518,Not sampled
1607,35.65697,42.298206,Not sampled
1608,30.281996,-0.68158025,sampled
1609,24.713036,3.9534357,sampled
1610,21.14429,-45.599884,sampled
1611,-0.2856925,5.388606,sampled
1612,-17.51683,50.96891,sampled
1613,34.373325,5.848235,Not sampled
1614,21.58596,-45.4069,sampled
1615,21.146132,-45.648766,sampled
1616,-19.362823,52.29791,sampled
1617,50.480618,0.96769756,sampled
1618,21.632717,-6.084874,sampled
1619,54.817867,3.0519278,sampled
1620,47.809803,0.8237851,sampled
1621,24.212841,-24.15377,Not sampled
1622,35.35911,4.7471523,Not sampled
1623,29.230661,-32.346348,Not sampled
1624,27.831152,-11.621192,sampled
1625,-0.23599559,5.5965195,sampled
1626,29.230661,-32.346348,Not sampled
1627,35.522545,39.93798,Not sampled
1628,37.35632,43.295715,Not sampled
1629,27.831192,-11.621189,sampled
1630,25.468397,3.9169044,sampled
1631,29.230661,-32.346348,Not sampled
1632,50.36185,1.0794603,sampled
1633,-19.362614,52.29799,sampled
1634,35.742985,4.9459205,Not sampled
1635,29.626797,-34.2025,Not sampled
1636,29.626556,-34.20267,Not sampled
1637,52.290577,59.188965,Not sampled
1638,49.508427,54.189274,Not sampled
1639,52.362717,59.223125,Not sampled
1640,24.212666,-24.153393,Not sampled
1641,34.085217,28.832872,Not sampled
1642,33.872646,29.143314,Not sampled
1643,49.508427,54.189274,Not sampled
1644,52.25608,58.99534,Not sampled
1645,27.00678,41.79257,Not sampled
1646,28.39411,23.673697,Not sampled
1647,34.085217,28.832872,Not sampled
1648,28.709396,25.60166,Not sampled
1649,22.178501,-6.5844564,sampled
1650,52.305447,59.026554,Not sampled
1651,52.25613,58.99533,Not sampled
1652,19.678484,1.7061715,Not sampled
1653,-3.7883763,-35.872177,sampled
1654,24.788916,6.8199334,sampled
1655,24.212667,-24.153402,Not sampled
1656,34.05535,4.9357815,Not sampled
1657,25.654919,-28.289747,sampled
1658,21.444056,-7.236827,sampled
1659,17.055166,5.408119,sampled
1660,25.646097,-28.694101,sampled
1661,35.515602,39.942196,Not sampled
1662,35.49682,42.4914,Not sampled
1663,30.054096,-1.1231767,sampled
1664,24.713116,3.9536247,sampled
1665,26.193258,-28.413765,sampled
1666,-0.34663498,5.9040775,sampled
1667,-19.362614,52.29799,sampled
1668,34.373257,5.848293,Not sampled
1669,21.17705,-45.597652,sampled
1670,21.82191,-45.30863,sampled
1671,54.819206,3.0520465,sampled
1672,47.81023,0.82356036,sampled
1673,-6.841923,40.439735,Not sampled
1674,24.159492,-24.124727,Not sampled
1675,35.35912,4.7471313,Not sampled
1676,29.627699,-34.20255,Not sampled
1677,50.36185,1.0794603,sampled
1678,-0.38636148,5.982722,sampled
1679,29.62679,-34.202328,Not sampled
1680,26.650438,40.176426,Not sampled
1681,37.356915,43.29584,Not sampled
1682,30.367987,-0.59099036,Not sampled
1683,25.4684,3.9169042,sampled
1684,29.626556,-34.20267,Not sampled
1685,50.61356,0.9551968,sampled
1686,-17.5157,50.967777,sampled
1687,35.742928,4.945921,Not sampled
1688,29.62679,-34.202328,Not sampled
1689,29.626797,-34.2025,Not sampled
1690,24.788916,6.8199334,sampled
1691,24.21323,-24.153736,Not sampled
1692,34.05535,4.9357815,Not sampled
1693,25.576777,-28.542051,sampled
1694,21.83068,-7.315446,sampled
1695,17.055166,5.4081187,sampled
1696,25.725267,-28.76923,sampled
1697,35.521503,39.93784,Not sampled
1698,35.63237,42.38906,Not sampled
1699,30.053888,-1.1238172,sampled
1700,24.712896,3.9460816,sampled
1701,25.734692,-28.774885,sampled
1702,-0.35432762,5.7813563,sampled
1703,-19.362865,52.29806,sampled
1704,34.37326,5.8482924,Not sampled
1705,22.047777,-44.96689,sampled
1706,22.04716,-44.98663,sampled
1707,23.495743,16.043514,sampled
1708,25.573637,-28.49688,sampled
1709,20.857086,-5.860878,sampled
1710,19.676962,1.7054905,Not sampled
1711,25.573637,-28.49688,sampled
1712,35.103664,42.29876,Not sampled
1713,30.05407,-1.1233368,sampled
1714,22.318192,-2.137056,sampled
1715,25.956137,-28.196873,sampled
1716,-0.38920286,5.9239697,sampled
1717,23.352697,16.149729,sampled
1718,25.941431,-28.80909,sampled
1719,26.18828,-28.438568,sampled
1720,21.826626,31.253641,Not sampled
1721,34.22584,29.565218,Not sampled
1722,32.663574,30.46029,Not sampled
1723,48.754635,54.624928,Not sampled
1724,26.52886,39.690166,Not sampled
1725,28.394165,23.672955,Not sampled
1726,34.225292,29.565313,Not sampled
1727,28.865232,26.245026,Not sampled
1728,-14.346422,52.845398,sampled
1729,49.40981,58.940655,Not sampled
1730,18.160776,-30.62216,Not sampled
1731,31.332304,38.055298,Not sampled
1732,29.14502,44.893528,Not sampled
1733,30.92015,43.071945,Not sampled
1734,27.00655,41.793385,Not sampled
1735,47.937927,2.8167112,sampled
1736,38.17522,38.15008,Not sampled
1737,24.745602,-33.902054,Not sampled
1738,28.219847,43.1766,Not sampled
1739,27.00476,41.793304,Not sampled
1740,27.05323,44.07465,Not sampled
1741,29.208319,42.679012,Not sampled
1742,27.00402,41.79008,Not sampled
1743,35.81483,46.454113,Not sampled
1744,35.23968,42.484547,Not sampled
1745,26.651318,40.176964,Not sampled
1746,35.321747,42.51745,Not sampled
1747,27.83108,-11.621301,sampled
1748,37.70457,45.56314,Not sampled
1749,-0.26876217,5.350344,sampled
1750,33.864063,45.06703,Not sampled
1751,-14.346348,52.844803,sampled
1752,39.178997,41.329742,Not sampled
1753,32.137325,41.599987,Not sampled
1754,35.60663,42.413876,Not sampled
1755,19.676857,1.7051954,Not sampled
1756,26.177973,-28.622177,sampled
1757,26.649462,40.17535,Not sampled
1758,27.830784,-11.621203,sampled
1759,23.68365,2.1032135,Not sampled
1760,22.047514,-44.9822,sampled
1761,24.788752,6.8184824,sampled
1762,-17.515575,50.968185,sampled
1763,23.495754,16.043507,sampled
1764,26.130926,-28.711817,sampled
1765,26.135635,-28.705582,sampled
1766,29.230423,-32.346485,Not sampled
1767,35.520424,39.939095,Not sampled
1768,37.356968,43.297417,Not sampled
1769,27.830784,-11.621203,sampled
1770,25.468403,3.9169044,sampled
1771,29.230457,-32.346478,Not sampled
1772,51.176834,1.0618213,sampled
1773,-19.362368,52.29831,sampled
1774,35.742928,4.945921,Not sampled
1775,29.626806,-34.202488,Not sampled
1776,29.626556,-34.20267,Not sampled
1777,35.526955,39.939842,Not sampled
1778,35.449764,42.51495,Not sampled
1779,27.830944,-11.621376,sampled
1780,23.700687,2.16203,Not sampled
1781,20.929728,-5.661679,sampled
1782,21.41218,-5.862425,sampled
1783,-19.362368,52.29831,sampled
1784,34.055492,4.93578,Not sampled
1785,26.135635,-28.705582,sampled
1786,-0.2791124,5.4124036,sampled
1787,28.394165,23.673725,Not sampled
1788,34.08368,28.830118,Not sampled
1789,28.709457,25.601393,Not sampled
1790,27.816343,-27.6565,sampled
1791,52.305874,59.0269,Not sampled
1792,52.25558,58.995308,Not sampled
1793,8.462667,51.380005,Not sampled
1794,33.494713,45.581406,Not sampled
1795,7.707145,48.24661,Not sampled
1796,24.694368,43.720554,Not sampled
1797,13.827386,50.511147,Not sampled
1798,24.804909,43.65808,Not sampled
1799,24.706947,43.72184,Not sampled
1800,37.707558,45.563545,Not sampled
1801,21.18741,-44.076427,sampled
1802,33.864895,45.0691,Not sampled
1803,-14.34611,52.846,sampled
1804,39.178528,41.330666,Not sampled
1805,32.134827,41.6023,Not sampled
1806,32.133766,41.60275,Not sampled
1807,24.745533,-33.903053,Not sampled
1808,30.970505,12.171012,sampled
1809,41.400753,-12.872271,sampled
1810,-1.2928956,19.350145,Not sampled
1811,25.89614,-38.702576,sampled
1812,33.865295,45.069424,Not sampled
1813,-14.331102,52.881554,sampled
1814,39.178104,41.32955,Not sampled
1815,32.133766,41.60275,Not sampled
1816,35.27061,42.498833,Not sampled
1817,-19.362368,52.29831,sampled
1818,23.352697,16.149729,sampled
1819,25.646097,-28.694101,sampled
1820,26.00421,-28.795765,sampled
1821,52.016293,59.94731,Not sampled
1822,52.25613,58.99533,Not sampled
1823,52.256195,58.995285,Not sampled
1824,-1.2926368,19.35018,Not sampled
1825,25.89614,-38.702576,sampled
1826,21.641722,-45.265625,sampled
1827,-60.31085,37.488705,Not sampled
1828,16.841036,22.835165,Not sampled
1829,42.082832,20.424057,sampled
1830,41.147972,18.047781,sampled
1831,38.968105,18.678217,Not sampled
1832,38.15736,21.095303,Not sampled
1833,39.807625,21.62844,Not sampled
1834,42.599,22.33985,sampled
1835,40.573708,13.6980295,sampled
1836,-60.408752,37.336376,Not sampled
1837,0.60158974,-11.0639925,Not sampled
1838,0.25844282,-8.673089,Not sampled
1839,-3.0520651,-12.179666,Not sampled
1840,-2.908657,-11.133865,Not sampled
1841,-3.0299616,-11.96904,Not sampled
1842,-2.9319184,-11.126495,Not sampled
1843,-1.4920592,-7.835929,Not sampled
1844,0.59958786,-11.066312,Not sampled
1845,-1.4549146,5.3771706,sampled
1846,42.08287,20.424051,sampled
1847,41.14798,18.047783,sampled
1848,-5.292944,-34.705936,sampled
1849,38.157364,21.09532,Not sampled
1850,39.80784,21.62847,Not sampled
1851,42.776615,24.010162,sampled
1852,41.065704,15.533193,sampled
1853,-60.409363,37.336494,Not sampled
1854,41.14798,18.047783,sampled
1855,38.204967,22.717985,Not sampled
1856,38.15736,21.095314,Not sampled
1857,40.088734,19.44604,sampled
1858,42.599,22.33985,sampled
1859,41.065742,15.533194,sampled
1860,-60.409363,37.336494,Not sampled
1861,38.20497,22.71798,Not sampled
1862,38.157356,21.095324,Not sampled
1863,39.807842,21.628445,Not sampled
1864,42.776543,24.010117,sampled
1865,41.065735,15.533193,sampled
1866,-60.409363,37.336494,Not sampled
1867,39.254177,18.635176,Not sampled
1868,40.088734,19.44604,sampled
1869,42.598995,22.339853,sampled
1870,41.06574,15.533194,sampled
1871,-60.409363,37.336494,Not sampled
1872,40.088722,19.446041,sampled
1873,42.776615,24.010162,sampled
1874,40.573784,13.6980295,sampled
1875,-60.409363,37.336494,Not sampled
1876,42.776615,24.010162,sampled
1877,40.573784,13.6980295,sampled
1878,-60.409363,37.336494,Not sampled
1879,41.065735,15.533193,sampled
1880,-60.409363,37.336494,Not sampled
1881,-60.409363,37.336494,Not sampled
1882,-4.4511623,-34.876137,sampled
1883,-46.96453,2.6438174,sampled
1884,-47.872753,11.460351,sampled
1885,-49.503036,1.4706004,sampled
1886,-44.049503,-40.23256,Not sampled
1887,-39.92403,12.361661,sampled
1888,-57.743412,-25.248652,Not sampled
1889,-57.72723,-25.093433,Not sampled
1890,-14.574409,3.10577,Not sampled
1891,-45.29153,18.06285,sampled
1892,-57.197712,-26.311874,Not sampled
1893,-51.32358,1.39455,sampled
1894,-51.25733,1.3966058,sampled
1895,-15.921028,1.8921167,Not sampled
1896,-53.38665,5.901063,sampled
1897,-46.114033,2.6331153,sampled
1898,-47.210964,0.060776677,sampled
1899,-55.47402,-22.544798,Not sampled
1900,-44.976124,17.36985,sampled
1901,-46.96453,2.6438174,sampled
1902,-47.872753,11.460351,sampled
1903,-49.502792,1.4703609,sampled
1904,-40.359127,-42.24416,Not sampled
1905,-39.923737,12.361635,sampled
1906,-57.743824,-25.24854,Not sampled
1907,-57.727966,-25.093834,Not sampled
1908,-14.574302,3.1057684,Not sampled
1909,-45.144512,16.96438,sampled
1910,-57.197506,-26.312035,Not sampled
1911,-51.323673,1.3945364,sampled
1912,-51.256775,1.3966047,sampled
1913,-16.887482,2.2360945,Not sampled
1914,-58.946316,1.5604666,sampled
1915,-46.114784,2.6329577,sampled
1916,-47.21112,0.060883798,sampled
1917,-55.472935,-22.544662,Not sampled
1918,-49.504536,1.4713712,sampled
1919,12.996834,33.25384,sampled
1920,-0.9960381,5.204391,sampled
1921,-44.05003,-40.23258,Not sampled
1922,-4.3718233,-35.824234,sampled
1923,-57.743824,-25.24854,Not sampled
1924,-55.67264,-21.329973,Not sampled
1925,-15.706076,3.9554706,Not sampled
1926,-0.9011205,5.5693054,sampled
1927,-57.197544,-26.31201,Not sampled
1928,-10.804939,-62.16267,sampled
1929,-4.42466,-35.81626,sampled
1930,-16.887293,2.23609,Not sampled
1931,-58.94616,1.5604796,sampled
1932,20.469114,-6.3617473,sampled
1933,-44.40591,15.99368,sampled
1934,-55.472233,-22.544716,Not sampled
1935,-49.50058,1.4711837,sampled
1936,-65.98645,-0.8599431,sampled
1937,-44.05003,-40.23258,Not sampled
1938,-4.429934,-35.814434,sampled
1939,-55.684895,-21.591583,Not sampled
1940,-55.67221,-21.32926,Not sampled
1941,-15.706095,3.9554882,Not sampled
1942,-1.17112,5.1882267,sampled
1943,-56.32644,-22.319073,Not sampled
1944,-59.21983,-7.9753375,sampled
1945,-57.94067,-7.894247,sampled
1946,-16.887482,2.2360945,Not sampled
1947,-58.946316,1.5604666,sampled
1948,-71.0232,-6.287781,sampled
1949,-53.386055,5.902093,sampled
1950,-56.495106,-25.569818,Not sampled
1951,-49.50036,1.4712622,sampled
1952,-0.8527634,5.69949,sampled
1953,-1.4439667,5.349344,sampled
1954,-1.2891067,5.9453173,sampled
1955,19.607304,-6.1673145,sampled
1956,-4.062358,-35.154583,sampled
1957,-50.58905,-17.531446,Not sampled
1958,19.714823,-6.003289,sampled
1959,-1.4962838,6.690122,sampled
1960,-40.357525,-42.244026,Not sampled
1961,-3.7906585,-35.873978,sampled
1962,-57.74371,-25.248568,Not sampled
1963,-55.67222,-21.329266,Not sampled
1964,-14.574607,3.1057713,Not sampled
1965,-1.1019627,5.909134,sampled
1966,-57.197712,-26.311874,Not sampled
1967,-10.114042,-61.473633,sampled
1968,-3.7456,-35.901142,sampled
1969,-16.887482,2.2360945,Not sampled
1970,-58.946316,1.5604666,sampled
1971,20.518494,-5.6683292,sampled
1972,-44.99172,17.03634,sampled
1973,-56.494656,-25.568396,Not sampled
1974,-49.502792,1.4703609,sampled
1975,-47.511036,-22.19293,Not sampled
1976,-53.38538,5.9027967,sampled
1977,-49.50036,1.4712622,sampled
1978,20.049828,-5.810501,sampled
1979,-47.150646,-21.95651,Not sampled
1980,-39.923702,12.3616295,sampled
1981,-50.589123,-17.531284,Not sampled
1982,-47.845116,-18.751911,Not sampled
1983,20.046143,-5.797985,sampled
1984,-43.654335,-17.335545,Not sampled
1985,-47.614567,-19.916178,Not sampled
1986,-47.113304,-18.907558,Not sampled
1987,-43.65251,16.344175,sampled
1988,-46.52693,-15.987475,Not sampled
1989,-57.74371,-25.248568,Not sampled
1990,-55.67304,-21.329983,Not sampled
1991,-15.706156,3.9554758,Not sampled
1992,-0.9960591,5.7529035,sampled
1993,-56.327187,-22.319128,Not sampled
1994,-74.6732,-8.542719,sampled
1995,-66.19498,-1.8097596,sampled
1996,-16.887293,2.23609,Not sampled
1997,-58.947113,1.5604945,sampled
1998,20.47981,-5.6942463,sampled
1999,-45.32241,17.198679,sampled
2000,-56.49471,-25.567863,Not sampled
2001,-49.502747,1.470361,sampled
2002,-3.7395253,-35.887028,sampled
2003,20.163805,-6.5300956,sampled
2004,-47.150646,-21.95651,Not sampled
2005,-4.383341,-35.823727,sampled
2006,-50.589123,-17.531284,Not sampled
2007,-47.845062,-18.752071,Not sampled
2008,20.287954,-6.805596,sampled
2009,-44.307648,-17.032343,Not sampled
2010,-46.901974,-19.0662,Not sampled
2011,-48.162285,-20.289265,Not sampled
2012,-1.2752272,5.2613125,sampled
2013,-46.52771,-15.985962,Not sampled
2014,20.749298,-7.2734156,sampled
2015,-45.10643,-20.667803,Not sampled
2016,-4.4986825,-35.78941,sampled
2017,-50.73207,-17.442204,Not sampled
2018,-48.339794,-19.75367,Not sampled
2019,20.748358,-6.4795394,sampled
2020,-43.653996,-17.335533,Not sampled
2021,-46.901512,-19.065994,Not sampled
2022,-48.162136,-20.289215,Not sampled
2023,-1.1536279,5.229349,sampled
2024,-46.52771,-15.985962,Not sampled
2025,-47.150887,-21.956604,Not sampled
2026,-39.92381,12.361641,sampled
2027,-50.730907,-17.442242,Not sampled
2028,-48.33973,-19.753668,Not sampled
2029,20.743715,-7.39417,sampled
2030,-43.654335,-17.335545,Not sampled
2031,-46.90215,-19.066,Not sampled
2032,-48.162136,-20.289215,Not sampled
2033,-45.35007,18.084154,sampled
2034,-46.52771,-15.985962,Not sampled
2035,-56.326134,-22.319077,Not sampled
2036,-59.217102,-7.9758706,sampled
2037,-57.938858,-7.8971586,sampled
2038,-16.887482,2.2360945,Not sampled
2039,-58.946114,1.5603703,sampled
2040,-71.02025,-6.2877703,sampled
2041,-53.38659,5.9037304,sampled
2042,-55.474617,-22.543774,Not sampled
2043,-49.500793,1.4713995,sampled
2044,-50.588985,-17.531294,Not sampled
2045,-47.845062,-18.752071,Not sampled
2046,21.236675,-6.6353393,sampled
2047,-44.30708,-17.032137,Not sampled
2048,-46.89711,-19.067389,Not sampled
2049,-48.162285,-20.289265,Not sampled
2050,-1.63846,5.401937,sampled
2051,-46.526855,-15.98455,Not sampled
2052,-1.178937,5.2327785,sampled
2053,-15.921001,1.8920814,Not sampled
2054,-58.94541,1.5604384,sampled
2055,19.8657,-6.021781,sampled
2056,-44.233868,16.874924,sampled
2057,-55.474182,-22.543892,Not sampled
2058,-49.500576,1.4714966,sampled
2059,-16.887293,2.23609,Not sampled
2060,-58.950645,1.5571121,sampled
2061,20.022205,-6.5699215,sampled
2062,-43.847668,17.358236,sampled
2063,-56.49459,-25.569572,Not sampled
2064,-49.505833,1.4731811,sampled
2065,-43.6544,-17.335531,Not sampled
2066,-47.614555,-19.916197,Not sampled
2067,-47.113564,-18.907545,Not sampled
2068,-44.011574,17.431435,sampled
2069,-46.526554,-15.987334,Not sampled
2070,-46.1132,2.6407144,sampled
2071,-47.20912,0.058518775,sampled
2072,-56.495106,-25.569818,Not sampled
2073,-53.391197,5.904543,sampled
2074,-44.11544,17.461725,sampled
2075,-56.495106,-25.569818,Not sampled
2076,-49.50607,1.4731071,sampled
2077,-55.47309,-22.544695,Not sampled
2078,-49.505905,1.473181,sampled
2079,-46.527554,-15.98583,Not sampled
2080,20.847193,-44.392784,sampled
2081,67.48566,-0.87890804,sampled
2082,-4.6325817,-35.76545,sampled
2083,-66.02623,-1.3293071,sampled
2084,20.259768,-7.0615296,sampled
2085,-4.885826,-35.41654,sampled
2086,20.626457,-7.4297447,sampled
2087,-71.275085,-34.651066,sampled
2088,-0.46359727,4.7313876,sampled
2089,-4.6385465,-35.787014,sampled
2090,67.48373,-0.87703353,sampled
2091,-4.9745793,-35.88313,sampled
2092,-66.97414,-2.3430078,sampled
2093,20.278103,-7.01708,sampled
2094,-5.04552,-35.902443,sampled
2095,20.269354,-7.2442718,sampled
2096,-71.275085,-34.651066,sampled
2097,-0.9516842,4.995357,sampled
2098,-4.631519,-35.855328,sampled
2099,-11.683434,-61.83852,sampled
2100,-66.4588,-2.0526366,sampled
2101,25.863607,-28.175581,sampled
2102,-5.318152,-35.341736,sampled
2103,20.334324,-7.4034715,sampled
2104,-71.275085,-34.651066,sampled
2105,-0.453983,4.741066,sampled
2106,-4.545598,-34.780853,sampled
2107,-66.36951,-1.3832018,sampled
2108,20.837318,-6.5457454,sampled
2109,-4.4636436,-34.912315,sampled
2110,19.861261,-6.419709,sampled
2111,-71.275085,-34.651066,sampled
2112,-0.94833785,4.9964943,sampled
2113,-4.4621124,-34.939068,sampled
2114,25.863844,-28.175543,sampled
2115,-3.9659326,-35.268864,sampled
2116,19.958645,-7.3031373,sampled
2117,-71.275085,-34.651066,sampled
2118,-0.4828227,4.7637367,sampled
2119,-0.9729206,5.00948,sampled
2120,-5.070675,-35.338646,sampled
2121,20.922194,-8.304654,sampled
2122,-71.275085,-34.651066,sampled
2123,-4.701714,-1.3420601,Not sampled
2124,-5.9858747,-35.190132,sampled
2125,21.109911,-8.2312975,sampled
2126,-71.275085,-34.651066,sampled
2127,-0.44452754,4.736453,sampled
2128,-0.4069547,4.77541,sampled
2129,-71.275085,-34.651066,sampled
2130,-0.43439838,4.753644,sampled
2131,-5.2522287,-35.421875,sampled
2132,-0.45137894,4.7684693,sampled
2133,-3.8915925,-35.36346,sampled
2134,-5.398642,-35.393,sampled
2135,-25.103237,45.614304,sampled
2136,-64.64802,7.543341,Not sampled
2137,-32.38465,-18.311491,sampled
2138,-36.235832,-11.336675,Not sampled
2139,7.60017,47.877113,Not sampled
2140,-0.44635195,4.7424955,sampled
2141,35.675713,42.226772,Not sampled
2142,21.223621,-8.1808605,sampled
2143,-24.683887,10.975729,Not sampled
2144,23.090843,-12.380549,sampled
2145,3.8195343,54.586662,Not sampled
2146,21.301388,-8.15579,sampled
2147,13.931587,-22.009274,Not sampled
2148,33.97415,-22.330736,Not sampled
2149,16.883844,-21.74484,Not sampled
2150,7.5521994,48.032616,Not sampled
2151,11.946424,-6.3650846,Not sampled
2152,20.743248,-7.7968907,sampled
2153,-65.53208,8.415956,Not sampled
2154,37.949078,-23.788998,sampled
2155,-28.788551,-17.815815,Not sampled
2156,33.670963,-8.457924,Not sampled
2157,20.911987,-8.284894,sampled
2158,8.020202,57.252964,Not sampled
2159,5.5513725,34.98471,Not sampled
2160,-28.37313,-13.610891,Not sampled
2161,-23.841927,38.68381,Not sampled
2162,9.814775,-6.4926853,Not sampled
2163,24.839132,52.887,Not sampled
2164,1.6584015,30.085506,sampled
2165,15.325535,-13.650493,Not sampled
2166,33.97415,-22.330736,Not sampled
2167,-64.64832,7.5433555,Not sampled
2168,-36.259373,-11.292173,Not sampled
2169,7.0677285,51.756485,Not sampled
2170,-0.4906298,4.7252965,sampled
2171,3.9425101,18.227934,Not sampled
2172,-1.0880675,5.0922775,sampled
2173,46.808064,18.386848,sampled
2174,-4.31507,-2.3747485,Not sampled
2175,4.974571,-76.72788,sampled
2176,7.068166,51.756645,Not sampled
2177,-4.31507,-2.3747485,Not sampled
2178,2.8493872,44.333828,Not sampled
2179,38.244984,-24.076807,sampled
2180,41.40378,-12.234272,sampled
2181,-1.0081605,5.0151215,sampled
2182,2.851876,33.830784,Not sampled
2183,1.7715874,29.386133,sampled
2184,-4.4921646,-0.34074524,Not sampled
2185,-27.702936,29.1033,Not sampled
2186,-27.304037,28.676529,Not sampled
2187,-26.600153,29.456202,Not sampled
2188,-33.32896,23.986393,Not sampled
2189,-26.713472,28.498919,Not sampled
2190,-32.9467,24.673752,Not sampled
2191,-24.68389,10.975729,Not sampled
2192,-26.902746,27.9519,Not sampled
2193,-26.387417,29.507418,Not sampled
2194,-28.638687,27.04538,Not sampled
2195,-26.640905,28.175903,Not sampled
2196,32.81189,-22.813873,Not sampled
2197,-26.45335,27.955122,Not sampled
2198,-26.573341,29.252632,Not sampled
2199,-26.7507,27.78351,Not sampled
2200,-26.755121,28.40567,Not sampled
2201,-6.3705726,0.10433469,Not sampled
2202,-26.669447,28.296556,Not sampled
2203,-27.58107,28.391798,Not sampled
2204,-26.678833,28.373423,Not sampled
2205,-26.755735,28.40514,Not sampled
2206,-26.28061,29.33517,Not sampled
2207,-25.61999,28.272148,Not sampled
2208,-26.975811,29.497862,Not sampled
2209,-26.517975,27.8941,Not sampled
